,X.1,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,rel.pre.dist,rel.post.dist,rel.recov.cc,rel_rec_rate,rel_res,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market,hii100km2,hii500km2,recovery_time2,distance_to_shore_m2,grav_NC2,cml_scr2,gravity.Grav_tot2,travel_time.tt_pop2,resistance_time2,resistance_time_2,dist_to_riv_m2
138,147,205,82,Edwards et al. 2001,32,"Maduvvari, Maldi",Maldives,Indian Ocean,5.4863392,72.89659,atoll,mixed,3,3,Bleaching,1998,53.8,1997,5,1998,NA,100,9.293680297,,,-90.7063197,N/A,1,NA,NA,NA,-48.8,-48.8,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,908896.81,282,908.89681,Cauvery,NA,NA,7727493,0.36275777,0.7542128,0,0.7860832,0,0,0.32996497,4,147,11061,11084,286,147,11061,11084,3,576,-0.80600454,NA,NA,-0.300822433,-1.321625113,-0.826146876,-0.17393626,-0.365860655,-0.641484094,-0.641484094,-0.359293658
139,148,200,78,Edwards et al. 2001,32,Felidhu Maldives,Maldives,Indian Ocean,3.4743901,73.48102,atoll,mixed,3,3,Bleaching,1998,57.5,1997,0,1998,NA,100,0,,,-100,N/A,1,NA,NA,NA,-57.5,-57.5,245,0,0,0,0,0,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,1014853.85,282,1014.85385,Cauvery,NA,NA,4595415,0.60746193,0.3864386,0,0.8163235,0,0,0.31386949,4,148,11617,11640,4,148,11617,11640,3,286,-0.80600454,NA,NA,-0.300822433,-0.290126318,-0.898222905,-0.245768299,-0.365860655,-0.641484094,-0.641484094,-0.277153668
140,149,196,74,Muhando & Lanshammar 2008,31,"Bawe, Zanzibar, Tanzania, all hard corals",Tanzania,Indian Ocean,-6.1741026,39.19239,barrier,,,,COTS,2002-2008,57.5,1992,43.2,2008,NA,100,75.13043478,,,-24.86956522,N/A,16,NA,NA,NA,-14.3,-0.89375,279,304587,155592,56606,19560,4775,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,86995.18,25,86.99518,Pangani,NA,7268366,28521625,0.98984848,0.9993772,0.9982233,0.942395,0.7364462,0.8505518,0.92455331,2,149,NA,NA,NA,149,NA,NA,NA,NA,2.042097178,1.96753726,NA,-0.300822433,1.321743565,1.836437027,NA,NA,2.450778843,2.450778843,-0.996448031
141,150,197,75,Muhando & Lanshammar 2008,31,"Changuu, Zanzibar, Tanzania, all hard corals",Tanzania,Indian Ocean,-6.1189999,39.167,barrier,,3,10,COTS,"1996/97, 2002-2008",69.7,1992,50.7,1997,48,100,72.74031564,68.86657102,-0.352158602,-27.25968436,2008,5,11,-0.24545454,0,-19,-3.8,279,310761,152049,55147,19318,3077,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,80336.88,25,80.33688,Pangani,NA,7312943,28604080,0.98803169,0.9985347,0.9982233,0.9451791,0.7570435,0.8528182,0.92807824,2,150,17278,17317,875,150,17278,17317,15,20,2.099828401,1.985386248,1.571702299,-0.300822433,1.314085269,1.852221766,-0.023904094,-0.302287721,0.183119356,0.183119356,-1.001609677
142,151,195,73,Muhando & Lanshammar 2008,31,"Chumbe, Zanzibar, Tanzania, all hard corals",Tanzania,Indian Ocean,-6.2789999,39.177,barrier,,,,COTS,2002-2008,47.9,1994,23.2,1998,64.7,100,48.434238,135.0730689,8.66388309,-51.565762,2008,4,10,4.15,4.15,-24.7,-6.175,278,319833,183849,72348,12391,956,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,602,91,97895.64,25,97.89564,Pangani,NA,7297525,28545760,0.98861231,0.9721774,0,0.8794784,0.7310026,0.8575166,0.73586799,1,151,17380,17419,418,151,17380,17419,24,41,2.184657953,1.979212757,1.304456489,-0.300822433,1.316532751,0.991498669,-0.140312753,-0.25460802,-0.023031507,-0.023031507,-0.987997779
143,154,193,71,Done 1985,29,"John Brewer, GBR (1983-1984)",Australia,W. Pacific,-18.6332999,147.05,barrier,mixed,3,12,COTS,1983,56.6,1983,3.33,1984,NA,100,5.883392226,,,-94.11660777,N/A,1,NA,NA,NA,-53.27,-53.27,412,95167,7974,540,0,0,40500,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2004,1329,194,668802.85,23,668.80285,Fitzroy,NA,2426522,7991016,0.66891424,0,0,0,0,0,0.1159811,1,154,24731,24782,4,154,24731,24782,124,248,0.083873545,0.028824115,NA,0.78226368,-0.031087061,-1.784372878,-0.245768299,0.275166432,-0.641484094,-0.641484094,-0.545419237
144,155,190,69,Crabbe 2009,28,"Discovery Bay, Jamaica",Jamaica,Caribbean,18.4703904,-77.41167,barrier,,5,8.5,Bleaching,2006,46,2005,13,2006,31,100,28.26086957,67.39130435,19.56521739,-71.73913043,2008,1,2,9,9,-33,-33,60,358658,290691,132641,34092,7182,1050,Inside,No,No,0,0,0,Discovery Bay Fish,Fish Sanctuary,National,IV: Protected Seascape: Habitat / Species Management Area,Not Reported,Designated,2009,478,73,721808.28,207,721.80828,Coco,NA,3039647,10169768,0.77273323,0.8832149,0.9997436,0.9559125,0.8970686,0.8164465,0.88876029,3,155,4192,4199,102,155,4192,4199,48,89,2.547698887,0.274324279,-0.833509985,-0.272742422,0.406540003,1.676154841,-0.220805392,-0.127462152,-0.641484094,-0.641484094,-0.50432838
145,156,188,67,Spalding et al 2002 ,27,"South St. Pierre, Seychelles Islands ",Seychelles,Indian Ocean,-9.334037,50.73471,shelf,sloping,15,15,Bleaching,1998,29,1998,10,1999,NA,100,34.48275862,,,-65.51724138,N/A,1,NA,NA,NA,-19,-19,303,0,0,0,0,0,96400,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,888407.06,18,888.40706,Maningory,NA,336234,3480902,0.1798805,0.3593304,0,0,0,0,0.09349221,2,156,19692,19734,0,156,19692,19734,13,1225,-0.80600454,-0.808143953,NA,2.277189944,-2.092505689,-1.885078783,-0.246787194,-0.31288321,-0.641484094,-0.641484094,-0.375177716
146,157,186,65,Spalding et al 2002 ,27,"West Alphonse, Seychelles Islands",Seychelles,Indian Ocean,-7.0316443,52.72217,atoll,flat,15,15,Bleaching,1998,51,1998,7,1999,NA,100,13.7254902,,,-86.2745098,N/A,1,NA,NA,NA,-44,-44,303,0,0,0,0,0,3850,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1188047.07,18,1188.04707,Maningory,NA,NA,1229516,0.09308685,0.3605576,0,0,0,0,0.07865609,2,157,17801,17841,0,157,17801,17841,1058,1224,-0.80600454,NA,NA,-0.197862395,-2.458366021,-1.95151536,-0.246787194,5.223259814,-0.641484094,-0.641484094,-0.142890864
147,158,189,68,Spalding et al 2002 ,27,"Cousine Island, Seychelles Islands",Seychelles,Indian Ocean,-4.3479776,55.64937,fringing,fringing,8,10,Bleaching,1998,56,1997,0,1999,NA,100,0,,,-100,N/A,2,NA,NA,NA,-56,-28,303,0,0,0,0,0,88.5,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,1583814.05,18,1583.81405,Maningory,NA,NA,NA,0.62076005,0.8614551,0,0.9425965,0,0,0.42043105,4,158,NA,NA,NA,158,NA,NA,NA,NA,-0.80600454,NA,NA,-0.298455689,-0.234070897,-0.421037135,NA,NA,-0.435333232,-0.435333232,0.163915515
148,159,187,66,Spalding et al 2002 ,27,"North St. Pierre, Seychelles Islands",Seychelles,Indian Ocean,-9.3263697,50.72187,shelf,sloping,15,15,Bleaching,1998,64,1998,3,1999,NA,100,4.6875,,,-95.3125,N/A,1,NA,NA,NA,-61,-61,303,0,0,0,0,0,97900,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,889036.09,18,889.03609,Maningory,NA,334974,3478757,0.1798805,0.3593304,0,0,0,0,0.09349221,2,159,19692,19734,0,159,19692,19734,13,1225,-0.80600454,-0.808648467,NA,2.317304245,-2.092505689,-1.885078783,-0.246787194,-0.31288321,-0.641484094,-0.641484094,-0.37469008
149,160,185,64,Pratchett et al 2009 ,26,"Bootless Bay, Papau New Guinea ",Papua New Guinea,W. Pacific,-9.542953,147.29116,fringing,mixed,1.5,12,COTS,2005,42.4,2005,19.14,2006,NA,100,45.14150943,,,-54.85849057,N/A,1,NA,NA,NA,-23.26,-23.26,404,242864,156684,82662,31344,4085,0,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,122,16,680973.02,83,680.97302,Ramu,NA,2486527,8133710,0.9916278,0.9800535,0,0.9111107,0.9082867,0.8257144,0.76553266,1,160,NA,NA,NA,160,NA,NA,NA,NA,1.46494391,0.052850598,NA,-0.300822433,1.329243913,1.124337925,NA,NA,-0.641484094,-0.641484094,-0.53598468
150,161,184,63,Pratchett 2010,25,"Lizard Island, GBR",Australia,W. Pacific,-14.6696963,145.46055,,,3,7,COTS,1995-1999,32.2,1996,22.2,N/A,NA,100,68.94409938,,,-31.05590062,N/A,NA,NA,NA,NA,-10,NA,420,42472,22964,6304,44,40,0,Inside,Yes,Yes,0,0,0,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1081,167,1086648.32,22,1086.64832,Roper,NA,1551153,8201308,0.46369238,0.3107737,0,0.9952744,0.6466272,0,0.40593013,4,161,NA,NA,NA,161,NA,NA,NA,NA,-0.408861602,-0.321680648,NA,-0.300822433,-0.896156545,-0.485972677,NA,NA,NA,NA,-0.221497177
151,162,181,60,Guillemot et al 2010,24,"Barrier reefs far from pass, New Caledonia",New Caledonia,W. Pacific,-21.1286406,164.67376,barrier,inner slope,1,5,Storm,2003,10.1,2002,5.2,2004,NA,100,51.48514851,,,-48.51485149,N/A,2,NA,NA,NA,-4.9,-2.45,384,194816,140287,70285,15094,421,5840,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,126,17,1320097.41,23,1320.09741,Burnett,NA,421191,674537,0.55198442,0.3610887,0,0,0.9426034,0.7643211,0.41985998,5,162,26052,26103,6,162,26052,26103,19,302,1.015661468,-0.77412649,NA,-0.144644089,-0.523980065,-0.423594404,-0.245258852,-0.281096743,-0.435333232,-0.435333232,-0.040522832
152,163,182,61,Guillemot et al 2010,24,"barrier reefs near pass, New Caledonia",New Caledonia,W. Pacific,-21.1286406,164.67376,barrier,inner slope,1,5,Storm,2003,16.1,2002,8.31,2004,NA,100,51.61490683,,,-48.38509317,N/A,2,NA,NA,NA,-7.79,-3.895,384,194816,140287,70285,15094,421,5840,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,126,17,1320097.41,23,1320.09741,Burnett,NA,421191,674537,0.55198442,0.3610887,0,0,0.9426034,0.7643211,0.41985998,5,163,26052,26103,6,163,26052,26103,19,302,1.015661468,-0.77412649,NA,-0.144644089,-0.523980065,-0.423594404,-0.245258852,-0.281096743,-0.435333232,-0.435333232,-0.040522832
153,164,183,62,Guillemot et al 2010,24,"Patch reefs, New Caledonia",New Caledonia,W. Pacific,-21.1286406,164.67376,patch,,1,5,Storm,2003,18,2002,9.5,2004,NA,100,52.77777778,,,-47.22222222,N/A,2,NA,NA,NA,-8.5,-4.25,384,194816,140287,70285,15094,421,5840,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,126,17,1320097.41,23,1320.09741,Burnett,NA,421191,674537,0.55198442,0.3610887,0,0,0.9426034,0.7643211,0.41985998,5,164,26052,26103,6,164,26052,26103,19,302,1.015661468,-0.77412649,NA,-0.144644089,-0.523980065,-0.423594404,-0.245258852,-0.281096743,-0.435333232,-0.435333232,-0.040522832
154,165,179,59,Dollar 1982,23,"Rubble Zone, Hawaii Island",Hawaii,E. Pacific,19.506337,-156.0023,,rubble,25,40,Storm,1974,3,1973,4.6,1974,NA,100,153.3333333,,,53.33333333,N/A,1,NA,NA,NA,1.6,1.6,59,167363,109293,54639,17931,1955,4900,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,368,60,3916836.31,251,3916.83631,San Joaquin,NA,402625,405271,0.54690866,0.8458129,0,0,0.9176291,0.9074862,0.52113471,5,165,NA,NA,NA,165,NA,NA,NA,NA,0.758956695,-0.781560465,NA,-0.169782384,-0.545375861,0.029916787,NA,NA,-0.641484094,-0.641484094,1.972520441
155,166,177,57,Dollar 1982,23,"Boulder Zone, Hawaii Island",Hawaii,E. Pacific,19.506337,-156.0023,,boulder,1,3,Storm,1974,30.7,1973,27.47,1974,NA,100,89.47882736,,,-10.52117264,N/A,1,NA,NA,0,-3.23,-3.23,59,167363,109293,54639,17931,1955,4900,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,368,60,3916836.31,251,3916.83631,San Joaquin,NA,402625,405271,0.54690866,0.8458129,0,0,0.9176291,0.9074862,0.52113471,5,166,NA,NA,NA,166,NA,NA,NA,NA,0.758956695,-0.781560465,NA,-0.169782384,-0.545375861,0.029916787,NA,NA,-0.641484094,-0.641484094,1.972520441
156,167,178,58,Dollar 1982,23,"Slope Zone, Hawaii Island",Hawaii,E. Pacific,19.506337,-156.0023,,slope,5,25,Storm,1974,75.6,1973,67.14,1974,NA,100,88.80952381,,,-11.19047619,N/A,1,NA,NA,0,-8.46,-8.46,59,167363,109293,54639,17931,1955,4900,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,368,60,3916836.31,251,3916.83631,San Joaquin,NA,402625,405271,0.54690866,0.8458129,0,0,0.9176291,0.9074862,0.52113471,5,167,NA,NA,NA,167,NA,NA,NA,NA,0.758956695,-0.781560465,NA,-0.169782384,-0.545375861,0.029916787,NA,NA,-0.641484094,-0.641484094,1.972520441
157,168,176,56,"Diaz-Pulido et al, 2009",22,"North Keppel Island, GBR",Australia,W. Pacific,-23.0853832,150.89972,barrier,slope,4,7,Bleaching,Jan/Feb 2006,46.67,2006,6.27,2006,11.45,100,13.43475466,24.53396186,7.399471466,-86.56524534,2008,0.5,1.5,NA,NA,-40.4,-80.8,390,207420,125931,53482,8649,38,473,Inside,Yes,Yes,2,2,100,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,47944.61,23,47.94461,Fitzroy,NA,3403793,10260091,0.76732033,0.3738369,0,0.9115686,0.7112145,0.6142649,0.55901383,4,168,26828,26881,14,168,26828,26881,34,126,1.133517693,0.420131256,-0.96713289,-0.288173056,0.383723064,0.199540589,-0.243221064,-0.201630575,-0.744559525,-0.744559525,-1.026720804
158,169,175,55,"Diaz-Pulido et al, 2009",22,"Barren Island, GBR",Australia,W. Pacific,-23.1632666,151.09178,barrier,slope,4,7,Bleaching,Jan/Feb 2006,78.43,2006,31.77,2006,81.76,100,40.50745888,104.2458243,42.49224361,-59.49254112,2008,0.5,1.5,NA,NA,-46.66,-93.32,390,189858,102952,22697,278,0,10400,Inside,Yes,Yes,2,2,100,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,47811.86,23,47.81186,Fitzroy,NA,3395785,10205952,0.70390141,0.3375156,0,0.7822734,0.4932875,0.6028043,0.48415394,4,169,26848,26901,8,169,26848,26901,97,161,0.969300696,0.416924789,-0.96713289,-0.022696616,0.116393978,-0.135684178,-0.244749405,0.13212733,-0.744559525,-0.744559525,-1.026823715
159,170,174,54,"Diaz-Pulido et al, 2009",22,"Halfway Island, GBR",Australia,W. Pacific,-23.2032166,150.96978,barrier,slope,4,7,Bleaching,Jan/Feb 2006,88.24,2006,30.2,2006,77.76,100,34.22484134,88.12330009,35.93230583,-65.77515866,2008,0.5,1.5,NA,NA,-58.04,-116.08,390,214883,127599,48104,3577,230,1630,Inside,Yes,Yes,2,2,100,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,37561.34,23,37.56134,Fitzroy,NA,3466396,10327160,0.7730891,0.3946443,0,0.9171185,0.7265522,0.719916,0.58312266,4,170,26846,26899,17,170,26846,26899,42,107,1.203301968,0.445197999,-0.96713289,-0.257231559,0.408040098,0.307500632,-0.242456893,-0.159248619,-0.744559525,-0.744559525,-1.03477012
160,171,173,53,"Diaz-Pulido et al, 2009",22,"Middle Island, GBR",Australia,W. Pacific,-23.1649332,150.92367,barrier,slope,4,7,Bleaching,Jan/Feb 2006,78.91,2006,17.97,2006,64.4,100,22.77277912,81.611963,39.22612259,-77.22722088,2008,0.5,1.5,NA,NA,-60.94,-121.88,390,216371,131370,55203,7451,238,1580,Inside,Yes,Yes,2,2,100,Great Barrier Reef,Marine Park,National,II: National Park,All,Designated,2004,1329,194,39888.98,23,39.88898,Fitzroy,NA,3453040,10319410,0.77664775,0.4031065,0,0.9479083,0.6696888,0.6800988,0.57573151,4,171,26846,26899,17,171,26846,26899,42,107,1.21721581,0.43985015,-0.96713289,-0.258568703,0.423040837,0.274402847,-0.242456893,-0.159248619,-0.744559525,-0.744559525,-1.032965688
161,176,165,46,Edmunds 2002,18,"St. John, USVI, Site 9",USVI,Caribbean,18.3171334,-64.72778,fringing,slope,7,7,Storm,1996,2.2,1995,4.07,1996,3.19,100,185,145,-20,85,1998,1,2,-0.44,NA,1.87,1.87,NA,34959,25610,11312,8802,2354,166,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991588.44,162,991.58844,Orinoco,NA,864131,5752192,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,176,NA,NA,NA,176,NA,NA,NA,NA,-0.479113412,-0.596769763,-0.833509985,-0.296383117,0.234741973,-0.043274763,NA,NA,-0.641484094,-0.641484094,-0.295189473
162,177,161,42,Edmunds 2002,18,"St. John, US Virgin Islands Tektite Reef",USVI,Caribbean,18.3097001,-64.72285,fringing,slope,14,14,Storm,1989,36.6,1989,37.87,1989,40.3,100,103.4699454,110.1092896,1.327868852,3.469945355,1994,0,5,0.486,NA,1.27,NA,NA,34265,25534,11312,8575,2300,316,Inside,Yes,Yes,33,5,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990651.9,162,990.6519,Orinoco,NA,862240,5766947,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,177,4295,4302,197,177,4295,4302,1,41,-0.485602798,-0.597526935,-0.031772557,-0.292371687,0.234741973,-0.043274763,-0.196606656,-0.376456144,-0.847634957,-0.847634957,-0.295915497
163,178,166,47,Edmunds 2002,18,"St. John, USVI, Site 11",USVI,Caribbean,18.3162668,-64.72972,fringing,slope,9,9,Storm,1996,0.71,1995,1.26,1996,3.95,100,177.4647887,556.3380282,189.4366197,77.46478873,1998,1,2,1.345,NA,0.55,0.55,NA,35075,25686,11312,8809,2354,16,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991550,162,991.55,Orinoco,NA,864735,5754488,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,178,NA,NA,NA,178,NA,NA,NA,NA,-0.478028731,-0.596527917,-0.833509985,-0.300394547,0.234741973,-0.043274763,NA,NA,-0.641484094,-0.641484094,-0.295219273
164,179,162,43,Edmunds 2002,18,"St. John, USVI, Site 2",USVI,Caribbean,18.3067334,-64.7218,fringing,slope,9,9,Storm,1996,6.77,1995,6.16,1996,8.5,100,90.98966027,125.5539143,17.28212703,-9.010339734,1998,1,2,1.17,NA,-0.61,-0.61,NA,34265,25534,11312,8533,2300,555,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990304.02,162,990.30402,Orinoco,NA,861858,5771519,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,179,4295,4302,197,179,4295,4302,1,41,-0.485602798,-0.597679891,-0.833509985,-0.285980141,0.234741973,-0.043274763,-0.196606656,-0.376456144,-0.641484094,-0.641484094,-0.296185181
165,180,163,44,Edmunds 2002,18,"St. John, USVI, Site 5",USVI,Caribbean,18.3126668,-64.72305,fringing,slope,9,9,Storm,1996,2.26,1995,1.06,1996,1.37,100,46.90265487,60.61946903,6.85840708,-53.09734513,1998,1,2,0.155,NA,-1.2,-1.2,NA,34265,25534,11312,8718,2336,35.5,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990975.84,162,990.97584,Orinoco,NA,862362,5761652,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,180,4295,4302,197,180,4295,4302,1,41,-0.485602798,-0.597478085,-0.833509985,-0.299873061,0.234741973,-0.043274763,-0.196606656,-0.376456144,-0.641484094,-0.641484094,-0.295664373
166,181,167,48,Edmunds 2002,18,"St. John, USVI, Site 15",USVI,Caribbean,18.3151668,-64.73278,fringing,slope,9,9,Storm,1996,4.47,1995,2.54,1996,3.3,100,56.82326622,73.82550336,8.501118568,-43.17673378,1998,1,2,0.38,NA,-1.93,-1.93,NA,35191,25796,11312,8913,2354,277,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991518.6,162,991.5186,Orinoco,NA,865502,5758548,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,181,NA,NA,NA,181,NA,NA,NA,NA,-0.47694405,-0.596220804,-0.833509985,-0.293414658,0.234741973,-0.043274763,NA,NA,-0.641484094,-0.641484094,-0.295243614
167,182,164,45,Edmunds 2002,18,"St. John, USVI, Site 6",USVI,Caribbean,18.3113668,-64.7228,fringing,slope,9,9,Storm,1996,8.34,1995,4.36,1996,6.66,100,52.27817746,79.85611511,13.78896882,-47.72182254,1998,1,2,1.15,NA,-3.98,-3.98,NA,34265,25534,11312,8655,2300,150,Inside,Yes,Yes,40,2,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,990829.31,162,990.82931,Orinoco,NA,862242,5763923,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,182,4295,4302,197,182,4295,4302,1,41,-0.485602798,-0.597526134,-0.833509985,-0.296811002,0.234741973,-0.043274763,-0.196606656,-0.376456144,-0.641484094,-0.641484094,-0.295777966
168,183,160,41,Edmunds 2002,18,"St. John, US Virgin Islands Yawzi Point",USVI,Caribbean,18.3152001,-64.725,fringing,slope,9,9,Storm,1989,45.45,1989,32.52,1989,35.87,100,71.55115512,78.92189219,1.474147415,-28.44884488,1994,0,5,0.67,0.67,-12.93,NA,55,34415,25568,11312,8760,2354,115,Inside,Yes,Yes,33,5,100,Virgin Islands,National Park,National,V: Protected Seascape,Part,Designated,1956,1098,170,991302.57,162,991.30257,Orinoco,NA,863104,5753795,0.7319773,0.7457689,0,0.9121547,0.5900581,0,0.50479012,4,183,NA,NA,NA,183,NA,NA,NA,NA,-0.484200193,-0.597180982,-0.031772557,-0.297747003,0.234741973,-0.043274763,NA,NA,-0.847634957,-0.847634957,-0.295411085
169,189,152,34,Sheppard et al 2008,15,"Northern Atolls, Chagos (20m)",Chagos (20m),Indian Ocean,-5.33,72.08,atoll,slope,20,20,Bleaching,1998,65.4,1978,17.78,2001,26.67,100,27.18654434,40.77981651,2.718654434,-72.81345566,2006,23,5,1.778,1.78,-47.62,-2.0704348,335,0,0,0,0,0,0,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,189,NA,NA,NA,NA,-0.80600454,NA,-0.031772557,-0.300822433,NA,NA,NA,NA,3.893834881,3.893834881,0.314572697
170,190,150,32,Sheppard et al 2008,15,"Northern Atolls, Chagos (5m)",Chagos (5m),Indian Ocean,-5.33,72.08,atoll,slope,5,5,Bleaching,1998,65.4,1978,12.97,2001,34.92,100,19.83180428,53.39449541,6.712538226,-80.16819572,2006,23,5,4.39,4.39,-52.43,-2.2795652,335,0,0,0,0,0,0,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,190,NA,NA,NA,NA,-0.80600454,NA,-0.031772557,-0.300822433,NA,NA,NA,NA,3.893834881,3.893834881,0.314572697
171,191,151,33,Sheppard et al 2008,15,"Northern Atolls, Chagos (10m)",Chagos (10m),Indian Ocean,-5.33,72.08,atoll,slope,8,10,Bleaching,1998,65.4,1978,10.16,2001,30,100,15.5351682,45.87155963,6.067278287,-84.4648318,2006,23,5,3.968,3.97,-55.24,-2.4017391,335,0,0,0,0,0,0,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,191,NA,NA,NA,NA,-0.80600454,NA,-0.031772557,-0.300822433,NA,NA,NA,NA,3.893834881,3.893834881,0.314572697
172,192,153,35,Sheppard et al 2008,15,"Northern Atolls, Chagos (25m)",Chagos (25m),Indian Ocean,-5.33,72.08,atoll,slope,25,25,Bleaching,1998,80,1978,24.13,2001,28.57,100,30.1625,35.7125,1.11,-69.8375,2006,23,5,0.888,0.89,-55.87,-2.4291304,335,0,0,0,0,0,0,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,192,NA,NA,NA,NA,-0.80600454,NA,-0.031772557,-0.300822433,NA,NA,NA,NA,3.893834881,3.893834881,0.314572697
173,196,144,27,Connell et al. 1997,13,"Heron Island, GBR exposed crest 1962-1971",Australia,W. Pacific,-23.4419999,151.914,barrier,crest,0.5,0.5,Storm,1967,75.4,1966,50.37,1967,70.4,100,66.80371353,93.36870027,6.641246684,-33.19628647,1971,1,4,5.0075,5.01,-25.03,-25.03,357,57921,3030,8,4,0,0,Inside,Yes,No,0,0,0,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1329,194,112564.5,23,112.5645,Fitzroy,NA,3327976,9927048,0.4167369,0.3105173,0,0.9980951,0,0,0.2991533,4,196,NA,NA,NA,196,NA,NA,NA,NA,-0.264402635,0.389773522,-0.299018367,-0.300822433,-1.094087471,-0.964122432,NA,NA,-0.641484094,-0.641484094,-0.97662619
