,X,point_ID,study,study_ID,location,country,region,lat,long,reef.type,reef.zone,mindepth,maxdepth,disturbance,distrubance.year,pre.dist.cc,pre.dist.year,post.dist.cc,post.dist.year,recovery.cc,recovery.year,resistance.time,recovery_time,calculated.recovery.rate,recovery.rate,resistance,resistance.rate,richness,hii100km,hii75km,hii50km,hii25km,hii10km,distance_to_shore_m,MPA_status,MPA_during_recov,MPA_during_resist,yrs_as_MPA_pre_dist,years_of_recov_protected,percent_recov_protected,MPA_name,MPA_designation,MPA_DESIG_TYPE,MPA_IUCN_CAT,NO_TAKE,STATUS,STATUS_YR,river,riv_row,dist_to_riv_m,coast,dist_to_riv_km,name,name_alt,hii500km,hii1000km,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,gravity.point.ID,gravity.poly.ID,gravity.reef_ID,gravity.Grav_tot,travel_time.point.ID,travel_time.poly.ID,travel_time.reef_ID,travel_time.tt_pop,travel_time.tt_market
186,155,37,Arthur et al 2006,16,"Agatti East, Lakshadweep",Lakshadweep,Indian Ocean,10.842304,72.18915,atoll,slope,5,12,Bleaching,1998,NA,n/a,5.12,2000,11.74,2001,NA,1,6.62,6.62,NA,NA,97,0,0,0,0,0,1.62E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,805040.6,282,805.0406,Cauvery,NA,1591822,18312664,0.39431739,0.8541102,0,0.8812917,0,0,0.36926584,4,186,7751,7764,30,186,7751,7764,45,175
187,156,38,Arthur et al 2006,16,"Kadmat West, Lakshadweep",Lakshadweep,Indian Ocean,11.2069933,72.75008,atoll,slope,5,12,Bleaching,1998,NA,n/a,4.73,2000,20.3,2003,NA,3,5.19,5.19,NA,NA,97,0,0,0,0,0,2.24E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,747538.26,282,747.53826,Cauvery,NA,3022626,20501426,0.27779963,0.8296579,0,0.8877024,0,0,0.34593498,4,187,7445,7457,60,187,7445,7457,14,259
188,157,39,Arthur et al 2006,16,"Kadmat East, Lakshadweep",Lakshadweep,Indian Ocean,11.2014915,72.77008,atoll,slope,5,12,Bleaching,1998,NA,n/a,4.34,2000,7.84,2003,NA,3,1.16666667,1.17,NA,NA,97,0,0,0,0,0,1.01E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,596,90,745297.72,282,745.29772,Cauvery,NA,3060229,20532263,0.27779963,0.8296579,0,0.8877024,0,0,0.34593498,4,188,7446,7458,62,188,7446,7458,7,269
189,152,34,Sheppard et al 2008,15,"Northern Atolls, Chagos (20m)",Chagos (20m),Indian Ocean,-5.33,72.08,atoll,slope,20,20,Bleaching,1998,65.4,1978,17.78,2001,26.67,2006,23,5,1.778,1.78,-47.62,-2.0704348,335,0,0,0,0,0,0.00E+00,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,189,NA,NA,NA,NA
190,150,32,Sheppard et al 2008,15,"Northern Atolls, Chagos (5m)",Chagos (5m),Indian Ocean,-5.33,72.08,atoll,slope,5,5,Bleaching,1998,65.4,1978,12.97,2001,34.92,2006,23,5,4.39,4.39,-52.43,-2.2795652,335,0,0,0,0,0,0.00E+00,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,190,NA,NA,NA,NA
191,151,33,Sheppard et al 2008,15,"Northern Atolls, Chagos (10m)",Chagos (10m),Indian Ocean,-5.33,72.08,atoll,slope,8,10,Bleaching,1998,65.4,1978,10.16,2001,30,2006,23,5,3.968,3.97,-55.24,-2.4017391,335,0,0,0,0,0,0.00E+00,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,191,NA,NA,NA,NA
192,153,35,Sheppard et al 2008,15,"Northern Atolls, Chagos (25m)",Chagos (25m),Indian Ocean,-5.33,72.08,atoll,slope,25,25,Bleaching,1998,80,1978,24.13,2001,28.57,2006,23,5,0.888,0.89,-55.87,-2.4291304,335,0,0,0,0,0,0.00E+00,Inside,No,No,0,0,0,British Indian Ocean Territory Marine Protected Area (Chagos),Marine Protected Area,National,Not Reported,All,Designated,2010,1379,204,1778155.31,145,1778.15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,192,NA,NA,NA,NA
193,146,29,Colgan 1987,14,"Tanguisson Reef, Guam, Reef Front",Guam,W. Pacific,13.5436107,144.8071,fringing,slope,1,6,COTS,1968-1969,NA,n/a,20.9,1970,43.7,1981,NA,11,2.07272727,2.07,NA,NA,264,31529,27853,27763,22711,8958,1.34E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,122,16,1954589.69,83,1954.58969,Ramu,NA,43004,46381,0.31304902,0.9888453,0,0.9927834,0,0,0.39786751,4,193,6065,6072,39,193,6065,6072,10,74
194,148,30,Colgan 1987,14,"Tanguisson Reef, Guam, Submarine Terrace",Guam,W. Pacific,13.5436107,144.8071,fringing,slope,6,16,COTS,1968-1969,NA,n/a,0.9,1970,65.9,1981,NA,11,5.90909091,5.91,NA,NA,264,31529,27853,27763,22711,8958,1.34E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,122,16,1954589.69,83,1954.58969,Ramu,NA,43004,46381,0.31304902,0.9888453,0,0.9927834,0,0,0.39786751,4,194,6065,6072,39,194,6065,6072,10,74
195,149,31,Colgan 1987,14,"Tanguisson Reef, Guam, Seaward Slope",Guam,W. Pacific,13.5436107,144.8071,fringing,slope,16,33,COTS,1968-1969,NA,n/a,0.5,1970,36.2,1981,NA,11,3.24545454,3.25,NA,NA,264,31529,27853,27763,22711,8958,1.34E+02,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,122,16,1954589.69,83,1954.58969,Ramu,NA,43004,46381,0.31304902,0.9888453,0,0.9927834,0,0,0.39786751,4,195,6065,6072,39,195,6065,6072,10,74
196,144,27,Connell et al. 1997,13,"Heron Island, GBR exposed crest 1962-1971",Australia,W. Pacific,-23.4419999,151.914,barrier,crest,0.5,0.5,Storm,1967,75.4,1966,50.37,1967,70.4,1971,1,4,5.0075,5.01,-25.03,-25.03,357,57921,3030,8,4,0,0.00E+00,Inside,Yes,No,0,0,0,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1329,194,112564.5,23,112.5645,Fitzroy,NA,3327976,9927048,0.4167369,0.3105173,0,0.9980951,0,0,0.2991533,4,196,NA,NA,NA,196,NA,NA,NA,NA
197,143,26,Connell et al. 1997,13,"Heron Island, GBR exposed pools",Australia,W. Pacific,-23.4419999,151.914,barrier,slope,1,1,Storm,1967,57.6,1966,0.1,1967,83.03,1986,1,19,4.36473684,4.36,-57.5,-57.5,357,57921,3030,8,4,0,0.00E+00,Inside,Yes,No,0,5,26.31579,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1329,194,112564.5,23,112.5645,Fitzroy,NA,3327976,9927048,0.4167369,0.3105173,0,0.9980951,0,0,0.2991533,4,197,NA,NA,NA,197,NA,NA,NA,NA
198,145,28,Connell et al. 1997,13,"Heron Island, GBR exposed crest 1971-1992",Australia,W. Pacific,-23.4419999,151.914,barrier,crest,0.5,0.5,Storm,1972,70.4,1971,0.07,1972,20.2,1992,1,20,1.0065,1.01,-70.33,-70.33,357,57921,3030,8,4,0,0.00E+00,Inside,Yes,No,0,11,55,Great Barrier Reef,World Heritage Site (natural or mixed),International,Not Applicable,Not Reported,Inscribed,1981,1329,194,112564.5,23,112.5645,Fitzroy,NA,3327976,9927048,0.4167369,0.3105173,0,0.9980951,0,0,0.2991533,4,198,NA,NA,NA,198,NA,NA,NA,NA
199,113,20,Buckley et al 2008; Stobart et al 2002,12,"Assomption, Seychelles (10m site)",Seychelles,Indian Ocean,-9.6999999,46.5,fringing,slope,10,10,Bleaching,1998,NA,n/a,12.2,2002,23.3,2006,NA,4,2.775,2.78,NA,NA,301,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,896063.04,18,896.06304,Maningory,NA,326530,8404311,0.15633721,0.4137299,0,0,0,0.4881801,0.17364408,6,199,19973,20016,1,199,19973,20016,19,1209
200,124,21,Buckley et al 2008; Stobart et al 2002,12,"Assomption, Seychelles (20m site)",Seychelles,Indian Ocean,-9.6999999,46.5,fringing,slope,20,20,Bleaching,1998,NA,n/a,31,2002,35.8,2006,NA,4,1.2,1.2,NA,NA,301,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,896063.04,18,896.06304,Maningory,NA,326530,8404311,0.15633721,0.4137299,0,0,0,0.4881801,0.17364408,6,200,19973,20016,1,200,19973,20016,19,1209
201,135,22,Buckley et al 2008; Stobart et al 2002,12,"Astove, Seychelles (10m site)",Seychelles,Indian Ocean,-10.0799999,47.75,fringing,slope,10,10,Bleaching,1998,NA,n/a,32.4,2002,35.9,2005,NA,3,1.16666667,1.17,NA,NA,299,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,815814.51,18,815.81451,Maningory,NA,729720,6761525,0.2281658,0.4128874,0,0,0,0,0.11115035,2,201,20187,20230,2,201,20187,20230,4,961
202,140,23,Buckley et al 2008; Stobart et al 2002,12,"Astove, Seychelles (20m site)",Seychelles,Indian Ocean,-10.0799999,47.75,fringing,slope,20,20,Bleaching,1998,NA,n/a,17.4,2002,22.4,2005,NA,3,1.66666667,1.67,NA,NA,299,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,815814.51,18,815.81451,Maningory,NA,729720,6761525,0.2281658,0.4128874,0,0,0,0,0.11115035,2,202,20187,20230,2,202,20187,20230,4,961
203,141,24,Buckley et al 2008; Stobart et al 2002,12,"St. Pierre, Seychelles (10m site)",Seychelles,Indian Ocean,-9.3289915,50.72545,fringing,slope,10,10,Bleaching,1998,NA,n/a,15,2002,33,2004,NA,2,9,9,NA,NA,293,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,888807.09,18,888.80709,Maningory,NA,335547,3479874,0.1798805,0.3593304,0,0,0,0,0.09349221,2,203,19692,19734,0,203,19692,19734,13,1225
204,142,25,Buckley et al 2008; Stobart et al 2002,12,"St. Pierre, Seychelles (20m site)",Seychelles,Indian Ocean,-9.3289915,50.72545,fringing,slope,20,20,Bleaching,1998,NA,n/a,25.2,2002,36.9,2005,NA,3,3.9,3.9,NA,NA,293,0,0,0,0,0,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,2,888807.09,18,888.80709,Maningory,NA,335547,3479874,0.1798805,0.3593304,0,0,0,0,0.09349221,2,204,19692,19734,0,204,19692,19734,13,1225
205,90,18,Stobart et al. 2005; Buckley et al 2008,11,"Aldabra, Seychelles (10m site)",Seychelles,Indian Ocean,-9.4199999,46.42,atoll,slope,10,10,Bleaching,1998,NA,n/a,11.3,1999,14.9,2005,NA,6,0.6,0.6,NA,NA,301,0,0,0,0,0,0.00E+00,Inside,Yes,Yes,18,6,100,Aldabra,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1981,10,2,928332.42,18,928.33242,Maningory,NA,199058,8314597,0.13191362,0.5144516,0,0.7851308,0.4438723,0.5928915,0.4070619,4,205,19774,19816,1,205,19774,19816,20,1224
206,101,19,Stobart et al. 2005; Buckley et al 2008,11,"Aldabra, Seychelles (20m site)",Seychelles,Indian Ocean,-9.4199999,46.42,atoll,slope,20,20,Bleaching,1998,NA,n/a,20.3,1999,21.1,2001,NA,2,0.4,0.4,NA,NA,301,0,0,0,0,0,0.00E+00,Inside,Yes,Yes,18,2,100,Aldabra,Special Reserve,National,Ia: Strict Nature ReserV: Protected Seascapee,All,Designated,1981,10,2,928332.42,18,928.33242,Maningory,NA,199058,8314597,0.13191362,0.5144516,0,0.7851308,0.4438723,0.5928915,0.4070619,4,206,19774,19816,1,206,19774,19816,20,1224
207,68,16,"Guzman & Cortes, 2007",10,"Chatham, Cocos Island, Costa Rica",Costa Rica,E. Pacific,5.5400001,-87.05,fringing,mixed,3,18,Bleaching,1982-1983,NA,n/a,2.9,1987,16.7,2002,NA,15,0.92,0.92,NA,NA,24,0,0,0,0,0,0.00E+00,Inside,Yes,Yes,9,15,100,Isla del Coco,National Park,National,II: National Park,Not Reported,Designated,1978,1153,179,779861.77,208,779.86177,Santa Maria,NA,2010,7488504,0.13195108,0,0,0.9656019,0.5673643,0,0.27723637,4,207,NA,NA,NA,207,NA,NA,NA,NA
208,79,17,"Guzman & Cortes, 2007",10,"Presidio, Cocos Island, Costa Rica",Costa Rica,E. Pacific,5.5500001,-87.066,fringing,mixed,9,24,Bleaching,1982-1983,NA,n/a,3.47,1987,25.7,2002,NA,15,1.482,1.48,NA,NA,24,0,0,0,0,0,0.00E+00,Inside,Yes,Yes,9,15,100,Isla del Coco,National Park,National,II: National Park,Not Reported,Designated,1978,1153,179,781098.41,208,781.09841,Santa Maria,NA,1894,7494870,0.13071491,0,0,0.9900359,0,0,0.19432373,4,208,NA,NA,NA,208,NA,NA,NA,NA
209,57,15,"Dollar & Tribble, 1993",9,Hawai'i west coast,Hawaii,E. Pacific,19.5063372,-156.0023,fringing,mixed,3,40,Storm,1980,45.8,1974,10.5,1980,15,1992,6,12,0.375,0.38,-35.3,-5.8833333,60,167363,109293,54639,17931,1955,4.90E+03,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,368,60,3916836.33,251,3916.83633,San Joaquin,NA,402625,405271,0.54690866,0.8458129,0,0,0.9176291,0.9074862,0.52113471,5,209,NA,NA,NA,209,NA,NA,NA,NA
210,35,13,"Brown & Suharsono, 1990",8,"Pulau Pari Islands, Indonesia (Pari)",Indonesia ,W. Pacific,-5.863213,106.61598,fringing,flat,0.5,3,Bleaching,1982-1983,22.17,1981,3.61,1983,14.12,1988,2,5,2.102,2.1,-18.56,-9.28,552,406665,249379,92646,5019,72,1.60E+04,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,321,54,712275.38,123,712.27538,Indragi,NA,4855019,14204334,0.9907475,0.7518683,0,0.9889736,0.8342835,0.9899397,0.75314042,1,210,17075,17114,1469,210,17075,17114,75,122
211,46,14,"Brown & Suharsono, 1990",8,"Pulau Pari Islands, Indonesia (Tikus)",Indonesia,W. Pacific,-5.8632464,106.58243,fringing,flat,0.5,3,Bleaching,1982-1983,25.98,1981,2.17,1983,15.88,1985,2,2,6.855,6.86,-23.81,-11.905,552,408343,245649,89652,5083,86,1.60E+04,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,321,54,710384.23,123,710.38423,Indragi,NA,4851206,14187932,0.98971737,0.7535167,0,0.9840648,0.8143299,0.9907873,0.74946897,6,211,17074,17113,1349,211,17074,17113,65,132
212,24,12,"Coles & Brown, 2007",7,"Kahe Point, O'ahu, Hawai'i",Hawaii,E. Pacific,21.3541667,-158.14686,fringing,patch,3,5,Storm,1980,NA,n/a,19.9,1981,22.68467,1987,NA,6,0.46411111,0.46,NA,NA,60,80735,77785,77667,37278,8110,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,368,60,3968546.24,251,3968.54624,San Joaquin,NA,405271,405271,0.97737446,0.9621401,0.9982233,0.9808411,0.9384103,0.8212371,0.94905442,3,212,3005,3008,1531,212,3005,3008,3,42
213,13,11,Smith et al. 2008,6,"Scott Reef System , NW Australia",Australia,Indian Ocean,-14.0666666,121.76667,atoll,slope,9,9,Bleaching,1998,48.24,1998,10.96,1999,19.5,2005,1,6,1.42333333,1.42,-37.28,-37.28,360,0,0,0,0,0,2.66E+05,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,491,76,436868.92,22,436.86892,Fitzroy,NA,527408,4454875,0.25663501,0.3105539,0,0,0,0,0.09834324,2,213,22418,22466,0,213,22418,22466,971,1551
214,2,10,Golbuu et al 2007,5,Palau (patch),Palau,W. Pacific,7.5300001,134.56,fringing,patch,3,10,Bleaching,1998,NA,n/a,6.29,2001,19.365,2004,NA,3,4.35833333,4.36,NA,NA,343,10049,9963,9692,9380,5108,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,111,13,1141705.67,144,1141.70567,NA,NA,12204,917631,0.540578,0.6890065,0,0.7656239,0,0,0.34594339,4,214,NA,NA,NA,214,NA,NA,NA,NA
215,202,8,Golbuu et al 2007,5,Palau (west exposed),Palau,W. Pacific,7.5300001,134.56,fringing,slope,3,10,Bleaching,1998,NA,n/a,19,2001,30.5,2004,NA,3,3.83333333,3.83,NA,NA,343,10049,9963,9692,9380,5108,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,111,13,1141705.67,144,1141.70567,NA,NA,12204,917631,0.540578,0.6890065,0,0.7656239,0,0,0.34594339,4,215,NA,NA,NA,215,NA,NA,NA,NA
216,213,9,Golbuu et al 2007,5,Palau (east exposed),Palau,W. Pacific,7.5300001,134.56,fringing,slope,3,10,Bleaching,1998,NA,n/a,13.05,2001,19.05,2004,NA,3,2,2,NA,NA,343,10049,9963,9692,9380,5108,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,111,13,1141705.67,144,1141.70567,NA,NA,12204,917631,0.540578,0.6890065,0,0.7656239,0,0,0.34594339,4,216,NA,NA,NA,216,NA,NA,NA,NA
217,191,7,Adjeroud et al 2009,4,"Tiahura Reef, Moorea",Moorea,E. Pacific,-17.4999999,-149.83333,barrier,slope,12,12,Bleaching,1991,50.94,1991,24.9,1992,51.17,2004,1,12,2.18916667,2.19,-26.04,-26.04,177,26354,24642,17046,3250,3160,0.00E+00,Outside,No,No,0,0,0,NA,NA,NA,NA,NA,NA,NA,1428,221,3948907.17,4038,3948.90717,Whakatane,NA,35782,42424,0.76544736,0.8981977,0,0.9728735,0.9740878,0.6982293,0.71338043,5,217,NA,NA,NA,217,NA,NA,NA,NA
218,180,6,Sano 2000,3,"Iriomote Island, Japan",Japan,W. Pacific,24.3333334,123.7,fringing,mixed,1,1,COTS,1982,NA,n/a,0.1,1987,100,1995,NA,8,12.4875,12.49,NA,NA,400,18590,18422,12540,7564,2348,8.81E+02,Inside,No,No,0,0,0,Common fishery right area(Okinawa),Common fishery right area,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,Not Reported,Designated,2003,1242,183,524297.41,278,524.29741,Ou,NA,1827475,17801096,0.87063363,0.5790351,0,0.9385852,0.6391239,0.5946788,0.60314282,4,218,1601,1601,37,218,1601,1601,45,728
219,158,4,Halford et al. 2004,2,"Lodestone, GBR",Australia,W. Pacific,-18.6894696,147.0718,barrier,slope,6,9,COTS,1983-1984,66,1982,6.86,1985,59.43,1996,3,11,4.77909091,4.78,-59.14,-19.7133333,412,102336,19298,410,0,0,0.00E+00,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,662368,23,662.368,Fitzroy,NA,2442796,8006613,0.67363413,0,0,0.9454172,0,0,0.28072262,4,219,24772,24823,4,219,24772,24823,137,226
220,169,5,Halford et al. 2004,2,"Rib, GBR",Australia,W. Pacific,-18.4810909,146.83813,barrier,slope,6,9,COTS,1983-1984,73.14,1982,12,1985,80,1996,3,11,6.18181818,6.18,-61.14,-20.38,413,105490,23065,1010,0,0,0.00E+00,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,695570.55,23,695.57055,Fitzroy,NA,2436154,7905158,0.63323407,0,0,0,0,0,0.10979462,1,220,24657,24708,4,220,24657,24708,110,297
221,147,3,Halford et al. 2004,2,"John Brewer, GBR",GBR,W. Pacific,-18.63197,147.01897,barrier,slope,6,9,COTS,1983-1984,66,1982,3.48,1985,66.29,1996,3,11,5.71,5.71,-62.52,-20.84,412,99300,10983,710,0,0,0.00E+00,Inside,No,Yes,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1329,194,670811.07,23,670.81107,Fitzroy,NA,2435785,7988572,0.66891424,0,0,0,0,0,0.1159811,1,221,24731,24782,4,221,24731,24782,124,248
222,1,1,Emslie et al 2008,1,"Carter Reef, GBR, Australia",Australia,W. Pacific,-14.545966,145.519,barrier,slope,6,9,Storm,1993,NA,n/a,14,1993,59.1,1999,NA,6,7.51666667,7.52,NA,NA,421,32372,14228,360,40,0,1.33E+04,Inside,No,No,0,0,0,Great Barrier Reef,Marine Park,National,V: Protected SeascapeI: Protected area with sustainable use of natural resources,None,Designated,2004,1081,167,1093410.12,22,1093.41012,Roper,NA,1514502,8196017,0.41928415,0,0,0,0.4374908,0,0.13973334,5,222,22607,22656,1,222,22607,22656,190,591
223,112,2,Emslie et al 2008,1,"Wreck Island, GBR, Australia",Australia,W. Pacific,-23.3302789,151.93086,barrier,slope,6,9,Storm,1993,86.7,1987,8.2,1993,66.5,2003,6,10,5.83,5.83,-78.5,-13.0833333,357,35237,28,8,4,0,7.29E+04,Inside,Yes,No,0,0,0,Great Barrier Reef,Marine Park,National,IV: Protected Seascape: Habitat / Species Management Area,Part,Designated,2004,1329,194,115805.85,23,115.80585,Fitzroy,NA,3250857,9802745,0.42546497,0.3094732,0,0.9230163,0,0,0.28746792,4,223,26886,26939,5,223,26886,26939,232,385
